Date,Owner,Repository,Path,Count,Uniques
2025-02-24T14:28:48.939Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/ai-integrations,32,28
2025-02-24T14:28:48.939Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/use-cases,32,25
2025-02-24T14:28:48.939Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/pull/9,24,2
2025-02-24T14:28:48.939Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/get-started,19,16
2025-02-24T14:28:48.939Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-existing-data.ipynb,18,13
2025-03-11T20:25:23.274Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/get-started/quick-start.ipynb,68,50
2025-03-11T20:25:23.274Z,mongodb,docs-notebooks,/mongodb/docs-notebooks,52,37
2025-03-11T20:25:23.274Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/create-embeddings,49,33
2025-03-11T20:25:23.274Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/rag.ipynb,30,19
2025-03-11T20:25:23.274Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-existing-data.ipynb,17,11
2025-03-11T20:25:23.274Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/run-queries/semantic-search.ipynb,17,11
2025-03-11T20:25:23.274Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/ai-integrations,16,14
2025-03-11T20:25:23.274Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-new-data.ipynb,16,13
2025-03-11T20:25:23.274Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/local-rag.ipynb,15,8
2025-03-11T20:25:23.274Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/openai-new-data.ipynb,13,10
2025-03-24T14:55:30.130Z,mongodb,docs-notebooks,/mongodb/docs-notebooks,197,149
2025-03-24T14:55:30.130Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/get-started/quick-start.ipynb,90,67
2025-03-24T14:55:30.130Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/create-embeddings,57,34
2025-03-24T14:55:30.130Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-existing-data.ipynb,32,22
2025-03-24T14:55:30.130Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/rag.ipynb,28,26
2025-03-24T14:55:30.130Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-new-data.ipynb,22,16
2025-03-24T14:55:30.130Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/ai-integrations,21,17
2025-03-24T14:55:30.130Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/local-rag.ipynb,20,12
2025-03-24T14:55:30.130Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/openai-new-data.ipynb,18,12
2025-03-24T14:55:30.130Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/use-cases,17,13
2025-04-07T15:17:02.740Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/get-started/quick-start.ipynb,102,64
2025-04-07T15:17:02.740Z,mongodb,docs-notebooks,/mongodb/docs-notebooks,101,73
2025-04-07T15:17:02.740Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/create-embeddings,35,29
2025-04-07T15:17:02.740Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/local-rag.ipynb,27,16
2025-04-07T15:17:02.740Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/rag.ipynb,23,17
2025-04-07T15:17:02.740Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/get-started,17,12
2025-04-07T15:17:02.740Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main,16,10
2025-04-07T15:17:02.740Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-new-data.ipynb,14,7
2025-04-07T15:17:02.740Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/ai-integrations,11,10
2025-04-07T15:17:02.740Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/llamaindex.ipynb,11,5
2025-04-15T22:32:14.913Z,mongodb,docs-notebooks,/mongodb/docs-notebooks,160,141
2025-04-15T22:32:14.913Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/get-started/quick-start.ipynb,112,75
2025-04-15T22:32:14.913Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/create-embeddings,36,28
2025-04-15T22:32:14.913Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/get-started,28,23
2025-04-15T22:32:14.913Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/rag.ipynb,28,15
2025-04-15T22:32:14.913Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/ai-integrations,24,22
2025-04-15T22:32:14.913Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langchain-graphrag.ipynb,24,16
2025-04-15T22:32:14.913Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/pull/16,24,6
2025-04-15T22:32:14.913Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/local-rag.ipynb,21,12
2025-04-15T22:32:14.913Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main,15,12
2025-04-21T12:58:13.226Z,mongodb,docs-notebooks,/mongodb/docs-notebooks,169,143
2025-04-21T12:58:13.226Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/get-started/quick-start.ipynb,87,58
2025-04-21T12:58:13.226Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langchain-graphrag.ipynb,61,41
2025-04-21T12:58:13.226Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/create-embeddings,40,28
2025-04-21T12:58:13.226Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/get-started,29,24
2025-04-21T12:58:13.226Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/ai-integrations,24,22
2025-04-21T12:58:13.226Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/rag.ipynb,24,10
2025-04-21T12:58:13.226Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/create-embeddings/open-source-new-data.ipynb,20,15
2025-04-21T12:58:13.226Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/use-cases/local-rag.ipynb,20,13
2025-04-21T12:58:13.226Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/pull/17,20,2
2025-05-05T15:55:50.892Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langchain-graphrag.ipynb,100,62
2025-05-05T15:55:50.892Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/get-started/quick-start.ipynb,66,49
2025-05-05T15:55:50.892Z,mongodb,docs-notebooks,/mongodb/docs-notebooks,51,40
2025-05-05T15:55:50.892Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/blob/main/ai-integrations/langchain-hybrid-search.ipynb,30,14
2025-05-05T15:55:50.892Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/create-embeddings,27,20
2025-05-05T15:55:50.892Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main/ai-integrations,25,16
2025-05-05T15:55:50.892Z,mongodb,docs-notebooks,/mongodb/docs-notebooks/tree/main,22,17
